HEAD,RELATION,TAIL
克拉霉素,to_treat,上呼吸道感染
上呼吸道感染,treated_by,克拉霉素
克拉霉素,to_treat,十二指肠溃疡
十二指肠溃疡,treated_by,克拉霉素
克拉霉素,to_treat,咽炎
咽炎,treated_by,克拉霉素
克拉霉素,to_treat,尿道炎
尿道炎,treated_by,克拉霉素
克拉霉素,to_treat,感染
感染,treated_by,克拉霉素
克拉霉素,to_treat,中耳炎
中耳炎,treated_by,克拉霉素
克拉霉素,to_treat,非特异性尿道炎
非特异性尿道炎,treated_by,克拉霉素
克拉霉素,adverse_reaction,胃肠道症状
胃肠道症状,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,头晕....
头晕....,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,耳鸣
耳鸣,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,皮疹
皮疹,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,胃炎
胃炎,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,充血性心力衰竭
充血性心力衰竭,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,焦虑障碍
焦虑障碍,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,头痛
头痛,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,药物性皮炎
药物性皮炎,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,肝炎
肝炎,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,充血
充血,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,胰腺炎
胰腺炎,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,功能性消化不良
功能性消化不良,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,恶心
恶心,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,鹅口疮
鹅口疮,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,便秘
便秘,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,失眠症
失眠症,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,肝功能异常
肝功能异常,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,肠炎
肠炎,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,假丝酵母菌病
假丝酵母菌病,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,上消化道出血
上消化道出血,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,呕吐
呕吐,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,腹痛
腹痛,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,头昏
头昏,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,感染
感染,adverse_reaction_of,克拉霉素
克拉霉素,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,克拉霉素
克拉霉素缓释片,adverse_reaction,肝功能衰竭
肝功能衰竭,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,头痛
头痛,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,奥美拉唑
奥美拉唑,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,水肿
水肿,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,肠炎
肠炎,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,头昏
头昏,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,感染
感染,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,腹痛
腹痛,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,adverse_reaction,喉炎
喉炎,adverse_reaction_of,克拉霉素缓释片
克拉霉素缓释片,to_treat,鼻旁窦炎
鼻旁窦炎,treated_by,克拉霉素缓释片
克拉霉素缓释片,to_treat,上呼吸道感染
上呼吸道感染,treated_by,克拉霉素缓释片
克拉霉素缓释片,to_treat,咽炎
咽炎,treated_by,克拉霉素缓释片
克拉霉素缓释片,to_treat,感染
感染,treated_by,克拉霉素缓释片
克拉霉素缓释片,to_treat,呼吸道感染
呼吸道感染,treated_by,克拉霉素缓释片
六君子丸,to_treat,腹胀
腹胀,treated_by,六君子丸
共同性斜视,contains_symptom,斜视
斜视,symptom_of,共同性斜视
共同性斜视,contains_symptom,弱视
弱视,symptom_of,共同性斜视
共同性斜视,complication_to,弱视
弱视,complication_to,共同性斜视
共同性斜视,complication_to,斜视
斜视,complication_to,共同性斜视
共同性斜视,complication_to,屈光不正
屈光不正,complication_to,共同性斜视
光敏感试验,related_to,刺痛
刺痛,related_to,光敏感试验
光敏感试验,related_to,水肿
水肿,related_to,光敏感试验
六味地黄,to_treat,腰膝酸软
腰膝酸软,treated_by,六味地黄
六味地黄丸,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,六味地黄丸
六味地黄丸,to_treat,耳鸣
耳鸣,treated_by,六味地黄丸
六味地黄丸,to_treat,头晕....
头晕....,treated_by,六味地黄丸
六味地黄胶囊,to_treat,头晕....
头晕....,treated_by,六味地黄胶囊
六味地黄胶囊,to_treat,耳鸣
耳鸣,treated_by,六味地黄胶囊
八味益肾丸,adverse_reaction,头晕....
头晕....,adverse_reaction_of,八味益肾丸
八味益肾丸,adverse_reaction,恶心
恶心,adverse_reaction_of,八味益肾丸
八味益肾丸,adverse_reaction,腹胀
腹胀,adverse_reaction_of,八味益肾丸
八味益肾丸,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,八味益肾丸
八味益肾丸,to_treat,畏寒
畏寒,treated_by,八味益肾丸
八味益肾丸,to_treat,勃起功能障碍
勃起功能障碍,treated_by,八味益肾丸
六味安消胶囊,to_treat,胃痛
胃痛,treated_by,六味安消胶囊
六味安消胶囊,to_treat,便秘
便秘,treated_by,六味安消胶囊
六味安消胶囊,to_treat,功能性消化不良
功能性消化不良,treated_by,六味安消胶囊
六味安消胶囊,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,六味安消胶囊
六味能消胶囊,to_treat,便秘
便秘,treated_by,六味能消胶囊
六味能消胶囊,to_treat,肥胖
肥胖,treated_by,六味能消胶囊
克洛己新干混悬剂,to_treat,感染
感染,treated_by,克洛己新干混悬剂
克洛己新干混悬剂,to_treat,呼吸道感染
呼吸道感染,treated_by,克洛己新干混悬剂
克洛己新干混悬剂,adverse_reaction,紧张
紧张,adverse_reaction_of,克洛己新干混悬剂
克洛己新干混悬剂,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,克洛己新干混悬剂
克洛己新干混悬剂,adverse_reaction,肠炎
肠炎,adverse_reaction_of,克洛己新干混悬剂
克洛己新干混悬剂,adverse_reaction,呕吐
呕吐,adverse_reaction_of,克洛己新干混悬剂
克洛己新干混悬剂,adverse_reaction,贫血
贫血,adverse_reaction_of,克洛己新干混悬剂
共济失调,check_item,核磁共振成像mri
核磁共振成像mri,checked_for,共济失调
先兆流产,caused_by,染色体异常
染色体异常,lead_to,先兆流产
先兆流产,contains_symptom,阴道出血
阴道出血,symptom_of,先兆流产
先兆流产,contains_symptom,流产
流产,symptom_of,先兆流产
先兆流产,contains_symptom,腹痛
腹痛,symptom_of,先兆流产
先兆流产,contains_symptom,出血......
出血......,symptom_of,先兆流产
大山玄参,to_treat,便秘
便秘,treated_by,大山玄参
痛风,contains_symptom,高血压
高血压,symptom_of,痛风
痛风,contains_symptom,腹泻病
腹泻病,symptom_of,痛风
痛风,contains_symptom,痛风石
痛风石,symptom_of,痛风
痛风,contains_symptom,风疹
风疹,symptom_of,痛风
痛风,contains_symptom,结节
结节,symptom_of,痛风
痛风,contains_symptom,头痛
头痛,symptom_of,痛风
痛风,contains_symptom,厌食
厌食,symptom_of,痛风
痛风,contains_symptom,高尿酸血症
高尿酸血症,symptom_of,痛风
痛风,contains_symptom,体重减轻
体重减轻,symptom_of,痛风
痛风,contains_symptom,恶心
恶心,symptom_of,痛风
痛风,contains_symptom,血尿
血尿,symptom_of,痛风
痛风,contains_symptom,关节肿胀
关节肿胀,symptom_of,痛风
痛风,contains_symptom,肾小球肾炎
肾小球肾炎,symptom_of,痛风
痛风,contains_symptom,呕吐
呕吐,symptom_of,痛风
痛风,contains_symptom,心悸
心悸,symptom_of,痛风
痛风,contains_symptom,肾功能衰竭
肾功能衰竭,symptom_of,痛风
痛风,contains_symptom,紧张
紧张,symptom_of,痛风
痛风,contains_symptom,晨僵
晨僵,symptom_of,痛风
痛风,contains_symptom,关节疼痛
关节疼痛,symptom_of,痛风
痛风,contains_symptom,无力
无力,symptom_of,痛风
痛风,contains_symptom,疼痛
疼痛,symptom_of,痛风
痛风,contains_symptom,肾结石
肾结石,symptom_of,痛风
痛风,contains_symptom,发热
发热,symptom_of,痛风
痛风,related_to,口腔黏膜炎
口腔黏膜炎,related_to,痛风
痛风,related_to,痛风石
痛风石,related_to,痛风
痛风,related_to,关节痛
关节痛,related_to,痛风
痛风,related_to,结膜炎
结膜炎,related_to,痛风
痛风,related_to,早产儿
早产儿,related_to,痛风
痛风,related_to,心血管疾病
心血管疾病,related_to,痛风
痛风,related_to,尿道炎
尿道炎,related_to,痛风
痛风,related_to,高尿酸血症
高尿酸血症,related_to,痛风
痛风,related_to,急性肾衰竭
急性肾衰竭,related_to,痛风
痛风,related_to,银屑病
银屑病,related_to,痛风
痛风,related_to,高血压
高血压,related_to,痛风
痛风,treated_by,甲泼尼龙
甲泼尼龙,to_treat,痛风
痛风,treated_by,美洛昔康
美洛昔康,to_treat,痛风
痛风,treated_by,小儿变应性亚败血症综合征
小儿变应性亚败血症综合征,to_treat,痛风
痛风,treated_by,别嘌呤醇
别嘌呤醇,to_treat,痛风
痛风,treated_by,硝苯地平
硝苯地平,to_treat,痛风
痛风,treated_by,秋水仙碱
秋水仙碱,to_treat,痛风
痛风,treated_by,依托考昔片
依托考昔片,to_treat,痛风
痛风,treated_by,苯溴马隆
苯溴马隆,to_treat,痛风
痛风,treated_by,氢氯噻嗪
氢氯噻嗪,to_treat,痛风
痛风,treated_by,吡嗪酰胺
吡嗪酰胺,to_treat,痛风
痛风,treated_by,碳酸氢钠
碳酸氢钠,to_treat,痛风
痛风,treated_by,乙胺丁醇
乙胺丁醇,to_treat,痛风
痛风,complication_to,急性肾衰竭
急性肾衰竭,complication_to,痛风
痛风,complication_to,高尿酸血症
高尿酸血症,complication_to,痛风
痛风,complication_to,蛋白尿
蛋白尿,complication_to,痛风
痛风,complication_to,尿
尿,complication_to,痛风
痛风,complication_to,高脂血症
高脂血症,complication_to,痛风
痛风,complication_to,肾小球肾炎
肾小球肾炎,complication_to,痛风
痛风,complication_to,尿痛....
尿痛....,complication_to,痛风
痛风,complication_to,硬化
硬化,complication_to,痛风
痛风,complication_to,胰岛素抵抗
胰岛素抵抗,complication_to,痛风
痛风,complication_to,胰岛素依赖性糖尿病
胰岛素依赖性糖尿病,complication_to,痛风
痛风,complication_to,肾结石
肾结石,complication_to,痛风
痛风,complication_to,尿路结石
尿路结石,complication_to,痛风
痛风,complication_to,胆固醇肺炎
胆固醇肺炎,complication_to,痛风
痛风,complication_to,肥胖
肥胖,complication_to,痛风
痛风,complication_to,腰痛
腰痛,complication_to,痛风
痛风,complication_to,泌尿道感染
泌尿道感染,complication_to,痛风
痛风,complication_to,感染
感染,complication_to,痛风
痛风,complication_to,强直性脊柱炎
强直性脊柱炎,complication_to,痛风
痛风,complication_to,结石
结石,complication_to,痛风
痛风,complication_to,尿频
尿频,complication_to,痛风
痛风,complication_to,滑囊炎
滑囊炎,complication_to,痛风
痛风,complication_to,尿急
尿急,complication_to,痛风
痛风,complication_to,水肿
水肿,complication_to,痛风
痛风,complication_to,糖尿病
糖尿病,complication_to,痛风
痛风,complication_to,肾损害
肾损害,complication_to,痛风
痛风,complication_to,高血压
高血压,complication_to,痛风
痛风,complication_to,血尿
血尿,complication_to,痛风
痛风,complication_to,痛风石
痛风石,complication_to,痛风
痛风,complication_to,肾功能衰竭
肾功能衰竭,complication_to,痛风
痛风,caused_by,感染
感染,lead_to,痛风
肩关节不稳定,contains_symptom,肌肉萎缩
肌肉萎缩,symptom_of,肩关节不稳定
肩关节不稳定,contains_symptom,疼痛
疼痛,symptom_of,肩关节不稳定
关节疼痛,related_to,腕关节结核
腕关节结核,related_to,关节疼痛
关节痛,related_to,关节疼痛
关节疼痛,related_to,关节痛
关节痛,related_to,关节肿痛
关节肿痛,related_to,关节痛
髋关节滑膜炎,contains_symptom,支气管炎
支气管炎,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,关节疼痛
关节疼痛,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,疼痛
疼痛,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,高热
高热,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,中耳炎
中耳炎,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,感染
感染,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,发热
发热,symptom_of,髋关节滑膜炎
髋关节滑膜炎,contains_symptom,咽炎
咽炎,symptom_of,髋关节滑膜炎
关节脱位,contains_symptom,疼痛
疼痛,symptom_of,关节脱位
人工关节置换术后关节感染,contains_symptom,疼痛
疼痛,symptom_of,人工关节置换术后关节感染
关节肿痛,related_to,关节退行性病变
关节退行性病变,related_to,关节肿痛
关节畸形,related_to,痛风
痛风,related_to,关节畸形
兰索拉唑,adverse_reaction,呼吸困难
呼吸困难,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,食管炎
食管炎,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,头痛
头痛,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,腹胀
腹胀,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,肺炎
肺炎,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,皮疹
皮疹,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,咳嗽
咳嗽,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,口干
口干,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,头晕....
头晕....,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,消化性溃疡
消化性溃疡,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,恶心
恶心,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,血小板增多
血小板增多,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,失眠症
失眠症,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,肾功能衰竭
肾功能衰竭,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,十二指肠溃疡
十二指肠溃疡,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,发热
发热,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,便秘
便秘,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,乏力
乏力,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,反流食管炎
反流食管炎,adverse_reaction_of,兰索拉唑
兰索拉唑,adverse_reaction,蛋白尿
蛋白尿,adverse_reaction_of,兰索拉唑
兰索拉唑,to_treat,食管炎
食管炎,treated_by,兰索拉唑
兰索拉唑,to_treat,十二指肠溃疡
十二指肠溃疡,treated_by,兰索拉唑
兰索拉唑,to_treat,反流食管炎
反流食管炎,treated_by,兰索拉唑
兰索拉唑,to_treat,消化性溃疡
消化性溃疡,treated_by,兰索拉唑
兰索拉唑,to_treat,幽门螺杆菌感染
幽门螺杆菌感染,treated_by,兰索拉唑
八宝粥,to_treat,腹泻病
腹泻病,treated_by,八宝粥
先天性白内障,contains_symptom,白内障
白内障,symptom_of,先天性白内障
先天性白内障,contains_symptom,眼球震颤
眼球震颤,symptom_of,先天性白内障
先天性白内障,contains_symptom,震颤
震颤,symptom_of,先天性白内障
先天性白内障,contains_symptom,斜视
斜视,symptom_of,先天性白内障
先天性白内障,treated_by,阿托品
阿托品,to_treat,先天性白内障
先天性白内障,complication_to,圆锥角膜
圆锥角膜,complication_to,先天性白内障
先天性白内障,complication_to,白内障
白内障,complication_to,先天性白内障
先天性白内障,complication_to,营养不良
营养不良,complication_to,先天性白内障
先天性青光眼,complication_to,青光眼
青光眼,complication_to,先天性青光眼
先天性耳聋,contains_symptom,耳聋
耳聋,symptom_of,先天性耳聋
输尿管瓣膜,contains_symptom,感染
感染,symptom_of,输尿管瓣膜
输尿管瓣膜,contains_symptom,肾积水
肾积水,symptom_of,输尿管瓣膜
输尿管瓣膜,contains_symptom,血尿
血尿,symptom_of,输尿管瓣膜
输尿管瓣膜,contains_symptom,急性肾衰竭
急性肾衰竭,symptom_of,输尿管瓣膜
输尿管瓣膜,contains_symptom,腹痛
腹痛,symptom_of,输尿管瓣膜
赫什朋病,contains_symptom,发热
发热,symptom_of,赫什朋病
赫什朋病,contains_symptom,便秘
便秘,symptom_of,赫什朋病
赫什朋病,contains_symptom,腹胀
腹胀,symptom_of,赫什朋病
赫什朋病,contains_symptom,呕吐
呕吐,symptom_of,赫什朋病
赫什朋病,contains_symptom,咳嗽
咳嗽,symptom_of,赫什朋病
赫什朋病,treated_by,甘油氯化钠
甘油氯化钠,to_treat,赫什朋病
小儿先天性肾积水,contains_symptom,泌尿道感染
泌尿道感染,symptom_of,小儿先天性肾积水
先天性心脏病,contains_symptom,大
大,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,感染
感染,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,肺炎
肺炎,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,疲乏
疲乏,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,呼吸急促
呼吸急促,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,心悸
心悸,symptom_of,先天性心脏病
先天性心脏病,contains_symptom,晕厥
晕厥,symptom_of,先天性心脏病
先天性心脏病,treated_by,球红霉素
球红霉素,to_treat,先天性心脏病
先天性脑积水,contains_symptom,脑内积水
脑内积水,symptom_of,先天性脑积水
先天性脑积水,contains_symptom,颅内压增高
颅内压增高,symptom_of,先天性脑积水
自身免疫抗体检测,related_to,血管炎
血管炎,related_to,自身免疫抗体检测
自身免疫抗体检测,related_to,肝炎
肝炎,related_to,自身免疫抗体检测
免疫抑制药和抗癌药中毒性肾病,complication_to,肾功能衰竭
肾功能衰竭,complication_to,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,complication_to,感染
感染,complication_to,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,尿
尿,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,血尿
血尿,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,贫血
贫血,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,蛋白尿
蛋白尿,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,肾炎
肾炎,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,血小板增多
血小板增多,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,水肿
水肿,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,肾小球肾炎
肾小球肾炎,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,感染
感染,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,contains_symptom,肾功能衰竭
肾功能衰竭,symptom_of,免疫抑制药和抗癌药中毒性肾病
免疫抑制药和抗癌药中毒性肾病,treated_by,泼尼松
泼尼松,to_treat,免疫抑制药和抗癌药中毒性肾病
免疫缺陷,check_item,血常规检查
血常规检查,checked_for,免疫缺陷
免疫缺陷病,contains_symptom,贫血
贫血,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,耳鸣
耳鸣,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,充血性心力衰竭
充血性心力衰竭,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,头晕....
头晕....,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,食欲减退
食欲减退,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,萎缩性胃炎
萎缩性胃炎,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,食管癌
食管癌,symptom_of,免疫缺陷病
免疫缺陷病,contains_symptom,感染
感染,symptom_of,免疫缺陷病
免疫缺陷病,related_to,反复感染
反复感染,related_to,免疫缺陷病
免疫缺陷病,check_item,胃镜检查
胃镜检查,checked_for,免疫缺陷病
免疫缺陷病,treated_by,硫酸亚铁
硫酸亚铁,to_treat,免疫缺陷病
免疫缺陷病,treated_by,富马酸亚铁
富马酸亚铁,to_treat,免疫缺陷病
免疫缺陷病,treated_by,氧
氧,to_treat,免疫缺陷病
免疫缺陷病,complication_to,心脏疾病
心脏疾病,complication_to,免疫缺陷病
免疫缺陷病,complication_to,贫血
贫血,complication_to,免疫缺陷病
免疫病理检查,related_to,血管炎
血管炎,related_to,免疫病理检查
免疫性溶血,related_to,溶血
溶血,related_to,免疫性溶血
免疫学检测,related_to,感染
感染,related_to,免疫学检测
免疫学检测,related_to,肿瘤
肿瘤,related_to,免疫学检测
免疫学检测,related_to,狼疮肾炎
狼疮肾炎,related_to,免疫学检测
免疫学检测,related_to,狂犬病
狂犬病,related_to,免疫学检测
免疫学检测,related_to,皮肌炎
皮肌炎,related_to,免疫学检测
免疫学检测,related_to,肾炎
肾炎,related_to,免疫学检测
克痒舒洗液,to_treat,阴道炎
阴道炎,treated_by,克痒舒洗液
克痤隐酮凝胶,to_treat,痤疮
痤疮,treated_by,克痤隐酮凝胶
八珍颗粒,to_treat,乏力
乏力,treated_by,八珍颗粒
八珍颗粒,to_treat,月经过多
月经过多,treated_by,八珍颗粒
八珍益母丸,to_treat,心慌气短
心慌气短,treated_by,八珍益母丸
八珍益母丸,to_treat,头晕....
头晕....,treated_by,八珍益母丸
八珍益母丸,to_treat,乏力
乏力,treated_by,八珍益母丸
八珍益母丸,to_treat,月经失调
月经失调,treated_by,八珍益母丸
八珍益母丸,to_treat,疲乏
疲乏,treated_by,八珍益母丸
八珍益母丸,to_treat,痛经
痛经,treated_by,八珍益母丸
八珍益母丸,to_treat,血虚
血虚,treated_by,八珍益母丸
八珍益母胶囊,to_treat,月经失调
月经失调,treated_by,八珍益母胶囊
八珍丸,to_treat,乏力
乏力,treated_by,八珍丸
八珍丸,to_treat,贫血
贫血,treated_by,八珍丸
八珍丸,to_treat,痛经
痛经,treated_by,八珍丸
克咳胶囊,to_treat,咳嗽
咳嗽,treated_by,克咳胶囊
老年人先天性心血管疾病,complication_to,肺动脉高压
肺动脉高压,complication_to,老年人先天性心血管疾病
老年人先天性心血管疾病,complication_to,充血性心力衰竭
充血性心力衰竭,complication_to,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,心律失常
心律失常,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,充血性心力衰竭
充血性心力衰竭,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,咳嗽
咳嗽,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,水肿
水肿,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,大
大,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,乏力
乏力,symptom_of,老年人先天性心血管疾病
老年人先天性心血管疾病,contains_symptom,高血压
高血压,symptom_of,老年人先天性心血管疾病
典必殊,adverse_reaction,白内障
白内障,adverse_reaction_of,典必殊
典必殊,adverse_reaction,结膜充血
结膜充血,adverse_reaction_of,典必殊
典必殊,adverse_reaction,青光眼
青光眼,adverse_reaction_of,典必殊
典必殊,adverse_reaction,感染
感染,adverse_reaction_of,典必殊
典必殊,adverse_reaction,眼痛
眼痛,adverse_reaction_of,典必殊
典必殊,adverse_reaction,真菌感染
真菌感染,adverse_reaction_of,典必殊
典必殊,adverse_reaction,充血
充血,adverse_reaction_of,典必殊
典必殊,adverse_reaction,眼压升高
眼压升高,adverse_reaction_of,典必殊
典必殊,adverse_reaction,水肿
水肿,adverse_reaction_of,典必殊
典必殊,adverse_reaction,细菌感染
细菌感染,adverse_reaction_of,典必殊
典必殊,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,典必殊
典必殊,to_treat,水肿
水肿,treated_by,典必殊
典必殊,to_treat,感染
感染,treated_by,典必殊
典必殊,to_treat,结膜炎
结膜炎,treated_by,典必殊
典必殊,to_treat,白内障
白内障,treated_by,典必殊
典必殊,to_treat,细菌感染
细菌感染,treated_by,典必殊
柏子,to_treat,心悸
心悸,treated_by,柏子
养血生发胶囊,adverse_reaction,口干
口干,adverse_reaction_of,养血生发胶囊
养血生发胶囊,to_treat,瘢痕
瘢痕,treated_by,养血生发胶囊
养血生发胶囊,to_treat,斑秃...
斑秃...,treated_by,养血生发胶囊
养血生发胶囊,to_treat,脱发
脱发,treated_by,养血生发胶囊
养血清脑颗粒,adverse_reaction,恶心
恶心,adverse_reaction_of,养血清脑颗粒
养血清脑颗粒,adverse_reaction,呕吐
呕吐,adverse_reaction_of,养血清脑颗粒
养血清脑颗粒,to_treat,眩晕
眩晕,treated_by,养血清脑颗粒
养血清脑颗粒,to_treat,眼花
眼花,treated_by,养血清脑颗粒
养血清脑颗粒,to_treat,头痛
头痛,treated_by,养血清脑颗粒
养血清脑颗粒,to_treat,失眠症
失眠症,treated_by,养血清脑颗粒
养血安神,to_treat,头晕....
头晕....,treated_by,养血安神
养血安神,to_treat,心悸
心悸,treated_by,养血安神
养血安神,to_treat,阴虚
阴虚,treated_by,养血安神
养血安神,to_treat,失眠症
失眠症,treated_by,养血安神
克霉唑,adverse_reaction,肝功能异常
肝功能异常,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,疼痛
疼痛,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,恶心
恶心,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,充血
充血,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,口及咽部烧灼感
口及咽部烧灼感,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,麻疹感染
麻疹感染,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,刺痛
刺痛,adverse_reaction_of,克霉唑
克霉唑,adverse_reaction,呕吐
呕吐,adverse_reaction_of,克霉唑
克霉唑,to_treat,白带
白带,treated_by,克霉唑
克霉唑,to_treat,感染
感染,treated_by,克霉唑
克霉唑,to_treat,阴道炎
