HEAD,RELATION,TAIL
丘疹,symptom_of,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,contains_symptom,皮疹
皮疹,symptom_of,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,contains_symptom,瘙痒
瘙痒,symptom_of,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,contains_symptom,湿疹
湿疹,symptom_of,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,contains_symptom,真菌感染
真菌感染,symptom_of,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,related_to,银屑病
银屑病,related_to,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,treated_by,氧化锌软膏
氧化锌软膏,to_treat,原发性限局性皮肤淀粉样变
原发性限局性皮肤淀粉样变,treated_by,硝酸咪康唑霜
硝酸咪康唑霜,to_treat,原发性限局性皮肤淀粉样变
胎儿畸形,contains_symptom,唐氏综合征
唐氏综合征,symptom_of,胎儿畸形
胎儿畸形,contains_symptom,神经管畸形
神经管畸形,symptom_of,胎儿畸形
胎儿畸形,contains_symptom,先天性心脏病
先天性心脏病,symptom_of,胎儿畸形
胎儿畸形,contains_symptom,流产
流产,symptom_of,胎儿畸形
胎儿畸形,related_to,糖尿病
糖尿病,related_to,胎儿畸形
胎儿畸形,related_to,染色体异常
染色体异常,related_to,胎儿畸形
胎儿畸形,related_to,妊娠合并巨幼红细胞性贫血
妊娠合并巨幼红细胞性贫血,related_to,胎儿畸形
胎儿畸形,related_to,感染
感染,related_to,胎儿畸形
胎儿畸形,related_to,羊膜带综合征
羊膜带综合征,related_to,胎儿畸形
疲劳,related_to,抑郁
抑郁,related_to,疲劳
疲劳,related_to,肝硬化
肝硬化,related_to,疲劳
疲劳,related_to,失眠症
失眠症,related_to,疲劳
疲劳,related_to,早泄
早泄,related_to,疲劳
疲劳,related_to,远视
远视,related_to,疲劳
溴吡斯的明,to_treat,重症肌无力
重症肌无力,treated_by,溴吡斯的明
溴吡斯的明,to_treat,脑膜瘤
脑膜瘤,treated_by,溴吡斯的明
溴吡斯的明,to_treat,老年人假膜性小肠结肠炎
老年人假膜性小肠结肠炎,treated_by,溴吡斯的明
溴吡斯的明,to_treat,无力
无力,treated_by,溴吡斯的明
臭汗症,contains_symptom,多汗症
多汗症,symptom_of,臭汗症
臭汗症,contains_symptom,脓性分泌物
脓性分泌物,symptom_of,臭汗症
臭汗症,related_to,瘢痕
瘢痕,related_to,臭汗症
臭汗症,related_to,大汗腺癌
大汗腺癌,related_to,臭汗症
臭汗症,related_to,感染
感染,related_to,臭汗症
臭汗症,treated_by,肉毒素a
肉毒素a,to_treat,臭汗症
先天性胆管囊状扩张,contains_symptom,腹痛
腹痛,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,黄疸
黄疸,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,疼痛...
疼痛...,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,发热
发热,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,囊肿
囊肿,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,紧张
紧张,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,contains_symptom,阻塞性黄疸
阻塞性黄疸,symptom_of,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,...结石
...结石,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,腹痛
腹痛,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,黄疸
黄疸,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,胆管癌
胆管癌,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,胆管炎
胆管炎,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,complication_to,发热
发热,complication_to,先天性胆管囊状扩张
先天性胆管囊状扩张,related_to,肝功能衰竭
肝功能衰竭,related_to,先天性胆管囊状扩张
先天性胆管囊状扩张,related_to,肝内胆管结石
肝内胆管结石,related_to,先天性胆管囊状扩张
先天性胆管囊状扩张,related_to,胆管炎
胆管炎,related_to,先天性胆管囊状扩张
脑垂体腺瘤,contains_symptom,肿瘤
肿瘤,symptom_of,脑垂体腺瘤
脑垂体腺瘤,contains_symptom,视野缺损
视野缺损,symptom_of,脑垂体腺瘤
脑垂体腺瘤,contains_symptom,出血
出血,symptom_of,脑垂体腺瘤
脑垂体腺瘤,contains_symptom,头痛
头痛,symptom_of,脑垂体腺瘤
脑垂体腺瘤,check_item,腹部mri检查
腹部mri检查,checked_for,脑垂体腺瘤
脑垂体腺瘤,check_item,激发试验
激发试验,checked_for,脑垂体腺瘤
脑垂体腺瘤,related_to,垂体瘤
垂体瘤,related_to,脑垂体腺瘤
脑垂体腺瘤,related_to,小儿急性阑尾炎
小儿急性阑尾炎,related_to,脑垂体腺瘤
脑垂体腺瘤,related_to,内分泌失调
内分泌失调,related_to,脑垂体腺瘤
脑垂体腺瘤,related_to,腹部损伤
腹部损伤,related_to,脑垂体腺瘤
脑垂体腺瘤,treated_by,重组人生长激素
重组人生长激素,to_treat,脑垂体腺瘤
四环素,to_treat,痤疮
痤疮,treated_by,四环素
四环素,to_treat,梅毒
梅毒,treated_by,四环素
四环素,to_treat,性病
性病,treated_by,四环素
四环素,to_treat,肺炎
肺炎,treated_by,四环素
四环素,adverse_reaction,口干
口干,adverse_reaction_of,四环素
四环素,adverse_reaction,上消化道出血
上消化道出血,adverse_reaction_of,四环素
四环素,adverse_reaction,呕吐
呕吐,adverse_reaction_of,四环素
四环素,adverse_reaction,水肿
水肿,adverse_reaction_of,四环素
四环素,adverse_reaction,葡萄球菌感染
葡萄球菌感染,adverse_reaction_of,四环素
四环素,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,四环素
四环素,adverse_reaction,感染
感染,adverse_reaction_of,四环素
四环素,adverse_reaction,.
.,adverse_reaction_of,四环素
四环素,adverse_reaction,恶心
恶心,adverse_reaction_of,四环素
四环素,adverse_reaction,腹胀
腹胀,adverse_reaction_of,四环素
四环素,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,四环素
四环素,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,四环素
四环素,to_treat,丘疹
丘疹,treated_by,四环素
四环素,to_treat,鲜红斑痣
鲜红斑痣,treated_by,四环素
四环素,to_treat,细菌感染
细菌感染,treated_by,四环素
呼吸音减弱,related_to,肺出血-贤炎综合征
肺出血-贤炎综合征,related_to,呼吸音减弱
呼吸音减弱,related_to,鼻炎
鼻炎,related_to,呼吸音减弱
呼吸音减弱,related_to,药物过敏
药物过敏,related_to,呼吸音减弱
呼吸音减弱,related_to,阻塞性睡眠呼吸暂停低通气综合症
阻塞性睡眠呼吸暂停低通气综合症,related_to,呼吸音减弱
呼吸音减弱,check_item,血常规检查
血常规检查,checked_for,呼吸音减弱
呼吸音减弱,related_to,......咳嗽
......咳嗽,related_to,呼吸音减弱
氯乙酰胆碱,adverse_reaction,呃逆
呃逆,adverse_reaction_of,氯乙酰胆碱
氯乙酰胆碱,adverse_reaction,呕吐
呕吐,adverse_reaction_of,氯乙酰胆碱
氯乙酰胆碱,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,氯乙酰胆碱
氯乙酰胆碱,adverse_reaction,恶心
恶心,adverse_reaction_of,氯乙酰胆碱
氯乙酰胆碱,to_treat,重症肌无力
重症肌无力,treated_by,氯乙酰胆碱
氯乙酰胆碱,to_treat,荨麻疹
荨麻疹,treated_by,氯乙酰胆碱
氯乙酰胆碱,to_treat,臭汗症
臭汗症,treated_by,氯乙酰胆碱
氯乙酰胆碱,to_treat,胸腺瘤
胸腺瘤,treated_by,氯乙酰胆碱
氯乙酰胆碱,to_treat,眼皮下垂
眼皮下垂,treated_by,氯乙酰胆碱
氯乙酰胆碱,to_treat,创伤
创伤,treated_by,氯乙酰胆碱
曲安奈德益康唑,adverse_reaction,接触性皮炎
接触性皮炎,adverse_reaction_of,曲安奈德益康唑
曲安奈德益康唑,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,曲安奈德益康唑
曲安奈德益康唑,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,曲安奈德益康唑
曲安奈德益康唑,adverse_reaction,感染
感染,adverse_reaction_of,曲安奈德益康唑
曲安奈德益康唑,adverse_reaction,.
.,adverse_reaction_of,曲安奈德益康唑
曲安奈德益康唑,to_treat,.
.,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,真菌感染
真菌感染,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,湿疹
湿疹,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,感染
感染,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,疼痛...
疼痛...,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,皮肤病
皮肤病,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,银屑病
银屑病,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,皮疹
皮疹,treated_by,曲安奈德益康唑
曲安奈德益康唑,to_treat,婴儿痉挛
婴儿痉挛,treated_by,曲安奈德益康唑
无力,related_to,疼痛...
疼痛...,related_to,无力
无力,related_to,头晕
头晕,related_to,无力
无力,related_to,......咳嗽
......咳嗽,related_to,无力
无力,related_to,重症肌无力
重症肌无力,related_to,无力
无力,related_to,惊厥
惊厥,related_to,无力
无力,related_to,腹部损伤
腹部损伤,related_to,无力
无力,related_to,早泄
早泄,related_to,无力
无力,check_item,核磁共振成像mri
核磁共振成像mri,checked_for,无力
无力,check_item,肌电图检查
肌电图检查,checked_for,无力
持续性肢皮炎,contains_symptom,疼痛...
疼痛...,symptom_of,持续性肢皮炎
持续性肢皮炎,contains_symptom,硬化
硬化,symptom_of,持续性肢皮炎
持续性肢皮炎,contains_symptom,结痂
结痂,symptom_of,持续性肢皮炎
持续性肢皮炎,contains_symptom,感染
感染,symptom_of,持续性肢皮炎
持续性肢皮炎,contains_symptom,大小便失禁
大小便失禁,symptom_of,持续性肢皮炎
持续性肢皮炎,contains_symptom,室间隔缺损
室间隔缺损,symptom_of,持续性肢皮炎
持续性肢皮炎,related_to,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,related_to,持续性肢皮炎
持续性肢皮炎,related_to,膝关节病
膝关节病,related_to,持续性肢皮炎
持续性肢皮炎,treated_by,破伤风抗毒素
破伤风抗毒素,to_treat,持续性肢皮炎
氨基酸代谢病,contains_symptom,多汗症
多汗症,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,肝功能衰竭
肝功能衰竭,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,皮疹
皮疹,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,疼痛...
疼痛...,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,结节
结节,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,湿疹
湿疹,symptom_of,氨基酸代谢病
氨基酸代谢病,check_item,脑电图检查
脑电图检查,checked_for,氨基酸代谢病
氨基酸代谢病,treated_by,尿素
尿素,to_treat,氨基酸代谢病
氨基酸代谢病,related_to,腹泻病
腹泻病,related_to,氨基酸代谢病
氨基酸代谢病,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,氨基酸代谢病
氨基酸代谢病,treated_by,猪肉
猪肉,to_treat,氨基酸代谢病
开喉剑喷雾剂,to_treat,口腔黏膜炎
口腔黏膜炎,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,......咳嗽
......咳嗽,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,息肉
息肉,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,细菌感染
细菌感染,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,发热
发热,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,开喉剑喷雾剂
开喉剑喷雾剂,to_treat,感染
感染,treated_by,开喉剑喷雾剂
一过性肉眼血尿,check_item,尿常规异常
尿常规异常,checked_for,一过性肉眼血尿
一过性肉眼血尿,related_to,血尿......
血尿......,related_to,一过性肉眼血尿
一过性肉眼血尿,related_to,红细胞增多症
红细胞增多症,related_to,一过性肉眼血尿
一过性肉眼血尿,related_to,肾炎
肾炎,related_to,一过性肉眼血尿
一过性肉眼血尿,related_to,iga肾病
iga肾病,related_to,一过性肉眼血尿
一过性肉眼血尿,related_to,蛋白尿
蛋白尿,related_to,一过性肉眼血尿
一过性肉眼血尿,related_to,血尿
血尿,related_to,一过性肉眼血尿
血吸虫病,contains_symptom,恶心
恶心,symptom_of,血吸虫病
血吸虫病,contains_symptom,腹痛
腹痛,symptom_of,血吸虫病
血吸虫病,contains_symptom,腹泻病
腹泻病,symptom_of,血吸虫病
血吸虫病,contains_symptom,腹胀
腹胀,symptom_of,血吸虫病
血吸虫病,related_to,贫血
贫血,related_to,血吸虫病
血吸虫病,related_to,门静脉高压症
门静脉高压症,related_to,血吸虫病
血吸虫病,related_to,肝硬化
肝硬化,related_to,血吸虫病
血吸虫病,related_to,急性播散性脑脊髓炎
急性播散性脑脊髓炎,related_to,血吸虫病
血吸虫病,related_to,肝功能衰竭
肝功能衰竭,related_to,血吸虫病
血吸虫病,related_to,感染
感染,related_to,血吸虫病
血吸虫病,related_to,酒精性肝硬化
酒精性肝硬化,related_to,血吸虫病
血吸虫病,complication_to,腹水
腹水,complication_to,血吸虫病
血吸虫病,complication_to,静脉曲张
静脉曲张,complication_to,血吸虫病
血吸虫病,complication_to,贫血
贫血,complication_to,血吸虫病
血吸虫病,complication_to,肿瘤
肿瘤,complication_to,血吸虫病
血吸虫病,complication_to,腹膜炎
腹膜炎,complication_to,血吸虫病
血吸虫病,complication_to,肝硬化
肝硬化,complication_to,血吸虫病
血吸虫病,complication_to,出血
出血,complication_to,血吸虫病
血吸虫病,complication_to,肝纤维化
肝纤维化,complication_to,血吸虫病
血吸虫病,complication_to,门静脉高压症
门静脉高压症,complication_to,血吸虫病
血吸虫病,complication_to,肝性脑病
肝性脑病,complication_to,血吸虫病
血吸虫病,complication_to,慢性病贫血
慢性病贫血,complication_to,血吸虫病
血吸虫病,complication_to,硬化
硬化,complication_to,血吸虫病
血吸虫病,check_item,血常规检查
血常规检查,checked_for,血吸虫病
hiv感染,related_to,感染
感染,related_to,hiv感染
hiv感染,related_to,生殖器疣
生殖器疣,related_to,hiv感染
hiv感染,related_to,淋巴结肿大
淋巴结肿大,related_to,hiv感染
hiv感染,related_to,肝功能衰竭
肝功能衰竭,related_to,hiv感染
hiv感染,related_to,传染性红斑
传染性红斑,related_to,hiv感染
甲状腺癌,contains_symptom,乳腺癌
乳腺癌,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,......咳嗽
......咳嗽,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,淋巴结肿大
淋巴结肿大,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,甲状腺结节
甲状腺结节,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,水肿
水肿,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,肿瘤
肿瘤,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,呼吸困难
呼吸困难,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,甲状腺肿
甲状腺肿,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,早产
早产,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,消瘦
消瘦,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,结节
结节,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,声音嘶哑
声音嘶哑,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,瘫痪
瘫痪,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,乏力
乏力,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,甲状旁腺功能亢进症
甲状旁腺功能亢进症,symptom_of,甲状腺癌
甲状腺癌,contains_symptom,眼球突出
眼球突出,symptom_of,甲状腺癌
甲状腺癌,treated_by,万通
万通,to_treat,甲状腺癌
甲状腺癌,treated_by,甲状球蛋白
甲状球蛋白,to_treat,甲状腺癌
甲状腺癌,check_item,甲状球蛋白
甲状球蛋白,checked_for,甲状腺癌
甲状腺癌,complication_to,慢性心房颤动
慢性心房颤动,complication_to,甲状腺癌
甲状腺癌,complication_to,呼吸困难
呼吸困难,complication_to,甲状腺癌
甲状腺癌,complication_to,甲状旁腺功能亢进症
甲状旁腺功能亢进症,complication_to,甲状腺癌
甲状腺癌,related_to,甲状旁腺功能亢进症
甲状旁腺功能亢进症,related_to,甲状腺癌
甲状腺癌,treated_by,甲状腺片
甲状腺片,to_treat,甲状腺癌
甲状腺癌,treated_by,碘131i化钠
碘131i化钠,to_treat,甲状腺癌
士怡,to_treat,湿疹
湿疹,treated_by,士怡
士怡,to_treat,黄疸
黄疸,treated_by,士怡
士怡,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,士怡
士怡,adverse_reaction,皮疹
皮疹,adverse_reaction_of,士怡
士怡,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,士怡
士怡,to_treat,肝功能衰竭
肝功能衰竭,treated_by,士怡
泪道阻塞,contains_symptom,水肿
水肿,symptom_of,泪道阻塞
泪道阻塞,contains_symptom,充血
充血,symptom_of,泪道阻塞
泪道阻塞,contains_symptom,疼痛...
疼痛...,symptom_of,泪道阻塞
泪道阻塞,contains_symptom,脓性分泌物
脓性分泌物,symptom_of,泪道阻塞
泪道阻塞,contains_symptom,流泪
流泪,symptom_of,泪道阻塞
泪道阻塞,contains_symptom,干眼症
干眼症,symptom_of,泪道阻塞
泪道阻塞,related_to,泪囊炎
泪囊炎,related_to,泪道阻塞
泪道阻塞,treated_by,磺胺醋酰钠
磺胺醋酰钠,to_treat,泪道阻塞
泪道阻塞,treated_by,碘苷
碘苷,to_treat,泪道阻塞
克林霉素磷酸酯凝胶,to_treat,痤疮
痤疮,treated_by,克林霉素磷酸酯凝胶
克林霉素磷酸酯凝胶,to_treat,丘疹
丘疹,treated_by,克林霉素磷酸酯凝胶
克林霉素磷酸酯凝胶,to_treat,痘印
痘印,treated_by,克林霉素磷酸酯凝胶
克林霉素磷酸酯凝胶,to_treat,白带
白带,treated_by,克林霉素磷酸酯凝胶
克林霉素磷酸酯凝胶,adverse_reaction,皮疹
皮疹,adverse_reaction_of,克林霉素磷酸酯凝胶
骨化性肌炎,contains_symptom,疼痛...
疼痛...,symptom_of,骨化性肌炎
骨化性肌炎,related_to,肘关节结核
肘关节结核,related_to,骨化性肌炎
骨化性肌炎,related_to,种痘并发症
种痘并发症,related_to,骨化性肌炎
骨化性肌炎,related_to,骨折
骨折,related_to,骨化性肌炎
骨化性肌炎,related_to,蓝痣
蓝痣,related_to,骨化性肌炎
骨化性肌炎,check_item,颈部活动度检查
颈部活动度检查,checked_for,骨化性肌炎
骨化性肌炎,treated_by,石膏
石膏,to_treat,骨化性肌炎
食管癌,contains_symptom,哮喘
哮喘,symptom_of,食管癌
食管癌,contains_symptom,疼痛...
疼痛...,symptom_of,食管癌
食管癌,contains_symptom,咽部异物感
咽部异物感,symptom_of,食管癌
食管癌,contains_symptom,......咳嗽
......咳嗽,symptom_of,食管癌
食管癌,check_item,超声内镜检查
超声内镜检查,checked_for,食管癌
食管癌,check_item,胃镜检查
胃镜检查,checked_for,食管癌
食管癌,check_item,核磁共振成像mri
核磁共振成像mri,checked_for,食管癌
食管癌,treated_by,泼尼松
泼尼松,to_treat,食管癌
食管癌,check_item,尿酸度
尿酸度,checked_for,食管癌
食管癌,related_to,肿瘤
肿瘤,related_to,食管癌
食管癌,related_to,脑梗
脑梗,related_to,食管癌
欧龙马滴剂,to_treat,鼻旁窦炎
鼻旁窦炎,treated_by,欧龙马滴剂
欧龙马滴剂,to_treat,鼻塞
鼻塞,treated_by,欧龙马滴剂
欧龙马滴剂,to_treat,......咳嗽
......咳嗽,treated_by,欧龙马滴剂
欧龙马滴剂,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,欧龙马滴剂
欧龙马滴剂,to_treat,非化脓性中耳炎
非化脓性中耳炎,treated_by,欧龙马滴剂
多粘菌素,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,多粘菌素
多粘菌素,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,多粘菌素
多粘菌素,adverse_reaction,皮疹
皮疹,adverse_reaction_of,多粘菌素
多粘菌素,to_treat,感染
感染,treated_by,多粘菌素
多粘菌素,to_treat,肠炎
肠炎,treated_by,多粘菌素
多粘菌素,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,多粘菌素
多粘菌素,to_treat,瘢痕
瘢痕,treated_by,多粘菌素
胀气,complication_to,呕吐
呕吐,complication_to,胀气
胀气,complication_to,嗳气
嗳气,complication_to,胀气
胀气,complication_to,食管癌
食管癌,complication_to,胀气
胀气,contains_symptom,胃胀
胃胀,symptom_of,胀气
胀气,contains_symptom,消瘦
消瘦,symptom_of,胀气
胀气,contains_symptom,呃逆
呃逆,symptom_of,胀气
胀气,contains_symptom,胸闷
胸闷,symptom_of,胀气
胀气,contains_symptom,腹胀
腹胀,symptom_of,胀气
胀气,contains_symptom,腹痛
腹痛,symptom_of,胀气
胀气,caused_by,慢性胃炎
慢性胃炎,lead_to,胀气
胀气,caused_by,功能性消化不良
功能性消化不良,lead_to,胀气
胀气,caused_by,胃肠功能紊乱
胃肠功能紊乱,lead_to,胀气
胀气,related_to,功能性消化不良
功能性消化不良,related_to,胀气
胀气,related_to,胃炎
胃炎,related_to,胀气
胀气,treated_by,妈咪爱
妈咪爱,to_treat,胀气
胀气,treated_by,二甲硅油二氧化硅
二甲硅油二氧化硅,to_treat,胀气
衣原体感染,contains_symptom,高热
高热,symptom_of,衣原体感染
衣原体感染,contains_symptom,结膜炎
结膜炎,symptom_of,衣原体感染
衣原体感染,contains_symptom,干咳
干咳,symptom_of,衣原体感染
衣原体感染,contains_symptom,感染
感染,symptom_of,衣原体感染
衣原体感染,contains_symptom,腹泻病
腹泻病,symptom_of,衣原体感染
衣原体感染,contains_symptom,食欲不振
食欲不振,symptom_of,衣原体感染
衣原体感染,contains_symptom,哮喘
哮喘,symptom_of,衣原体感染
衣原体感染,contains_symptom,急性肾衰竭
急性肾衰竭,symptom_of,衣原体感染
衣原体感染,contains_symptom,出血
出血,symptom_of,衣原体感染
衣原体感染,contains_symptom,心肌炎
心肌炎,symptom_of,衣原体感染
衣原体感染,contains_symptom,咽痛
咽痛,symptom_of,衣原体感染
衣原体感染,contains_symptom,尿痛
尿痛,symptom_of,衣原体感染
衣原体感染,contains_symptom,尿频
尿频,symptom_of,衣原体感染
衣原体感染,contains_symptom,尿急
尿急,symptom_of,衣原体感染
衣原体感染,contains_symptom,肺炎
肺炎,symptom_of,衣原体感染
衣原体感染,contains_symptom,疼痛...
疼痛...,symptom_of,衣原体感染
衣原体感染,contains_symptom,发热
发热,symptom_of,衣原体感染
衣原体感染,contains_symptom,早产
早产,symptom_of,衣原体感染
衣原体感染,contains_symptom,肝炎
肝炎,symptom_of,衣原体感染
衣原体感染,contains_symptom,......咳嗽
......咳嗽,symptom_of,衣原体感染
衣原体感染,related_to,感染
感染,related_to,衣原体感染
衣原体感染,related_to,衣原体肺炎
衣原体肺炎,related_to,衣原体感染
衣原体感染,related_to,支原体肺炎
支原体肺炎,related_to,衣原体感染
衣原体感染,related_to,淋病
淋病,related_to,衣原体感染
衣原体感染,treated_by,阿奇霉素
阿奇霉素,to_treat,衣原体感染
衣原体感染,treated_by,头孢曲松
头孢曲松,to_treat,衣原体感染
归脾丸,to_treat,心悸
心悸,treated_by,归脾丸
归脾丸,to_treat,腹泻病
腹泻病,treated_by,归脾丸
归脾丸,to_treat,失眠症
失眠症,treated_by,归脾丸
归脾丸,to_treat,气短
气短,treated_by,归脾丸
归脾丸,to_treat,头晕
头晕,treated_by,归脾丸
归脾丸,to_treat,乏力
乏力,treated_by,归脾丸
归脾丸,to_treat,发热
发热,treated_by,归脾丸
归脾丸,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,归脾丸
归脾丸,to_treat,小儿急性阑尾炎
小儿急性阑尾炎,treated_by,归脾丸
归脾丸,to_treat,急性上呼吸道感染
急性上呼吸道感染,treated_by,归脾丸
肠道病毒71型感染,contains_symptom,感染
感染,symptom_of,肠道病毒71型感染
肠道病毒71型感染,contains_symptom,发热
发热,symptom_of,肠道病毒71型感染
肠道病毒71型感染,contains_symptom,脱水
脱水,symptom_of,肠道病毒71型感染
肠道病毒71型感染,related_to,感染
感染,related_to,肠道病毒71型感染
肠道病毒71型感染,related_to,腹泻病
腹泻病,related_to,肠道病毒71型感染
肠道病毒71型感染,related_to,乳糖不耐受
乳糖不耐受,related_to,肠道病毒71型感染
肠道病毒71型感染,related_to,肺炎
肺炎,related_to,肠道病毒71型感染
肠道病毒71型感染,treated_by,轮状病毒疫苗
轮状病毒疫苗,to_treat,肠道病毒71型感染
肠道病毒71型感染,treated_by,口服补液盐
口服补液盐,to_treat,肠道病毒71型感染
前列安栓,to_treat,尿频
尿频,treated_by,前列安栓
前列安栓,to_treat,尿痛
尿痛,treated_by,前列安栓
前列安栓,to_treat,疼痛...
疼痛...,treated_by,前列安栓
前列安栓,to_treat,前列腺炎
前列腺炎,treated_by,前列安栓
前列安栓,to_treat,前列腺癌
前列腺癌,treated_by,前列安栓
前列安栓,to_treat,早泄
早泄,treated_by,前列安栓
前列安栓,to_treat,慢性前列腺炎
慢性前列腺炎,treated_by,前列安栓
前列安栓,to_treat,银屑病性关节炎
银屑病性关节炎,treated_by,前列安栓
食管裂孔疝,check_item,胃镜检查
胃镜检查,checked_for,食管裂孔疝
食管裂孔疝,contains_symptom,口及咽部烧灼感
口及咽部烧灼感,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,腹泻病
腹泻病,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,食管癌
食管癌,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,消化性溃疡
消化性溃疡,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,充血
充血,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,呃逆
呃逆,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,疼痛...
疼痛...,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,种痘并发症
种痘并发症,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,嗳气
嗳气,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,腹胀
腹胀,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,......咳嗽
......咳嗽,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,支气管炎
支气管炎,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,肺炎
肺炎,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,营养不良
营养不良,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,咽痛
咽痛,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,呕血
呕血,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,恶心
恶心,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,溃疡
溃疡,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,感染
感染,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,大
大,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,出血
出血,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,上消化道出血
上消化道出血,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,反流食管炎
反流食管炎,symptom_of,食管裂孔疝
食管裂孔疝,contains_symptom,心绞痛
